,Duration,Heart_Rate,Body_Temp,Calories
1923,12,95,40.4,57.0
1924,14,98,40.0,79.0
1926,17,99,40.1,131.0
1927,28,108,40.9,215.0
1929,15,99,40.4,111.0
1930,29,110,41.1,249.0
1931,30,113,41.1,242.0
1933,15,94,40.1,104.0
1934,6,80,39.3,20.0
1937,24,104,40.8,186.0
1938,11,89,39.8,42.0
1943,2,87,38.5,7.0
1947,6,87,39.1,19.0
1950,24,116,40.3,185.0
1951,9,93,39.9,53.0
1954,26,101,40.7,152.0
1958,7,84,39.4,28.0
1959,23,101,40.5,118.0
1961,9,93,39.8,57.0
1962,4,89,39.2,17.0
1963,19,105,40.3,132.0
1966,8,90,39.6,28.0
1969,4,86,38.3,9.0
1974,21,101,40.3,102.0
1978,30,108,41.0,195.0
1980,19,98,40.4,133.0
1981,22,105,40.5,134.0
1983,28,109,41.1,208.0
1984,23,97,40.4,121.0
1985,27,107,40.9,178.0
1987,17,92,40.3,68.0
1991,22,100,40.7,110.0
1994,25,106,40.9,209.0
1995,28,111,40.9,171.0
1999,24,98,40.9,145.0
2001,13,93,40.2,51.0
2002,15,91,40.4,83.0
2008,23,106,40.9,158.0
2010,16,87,40.3,60.0
2013,17,100,40.2,101.0
2014,11,93,39.8,51.0
2016,8,78,39.4,25.0
2017,6,88,38.8,22.0
2019,28,118,40.7,238.0
2021,27,109,40.4,234.0
2022,11,92,39.4,61.0
2023,4,86,39.1,15.0
2026,26,104,40.3,183.0
2029,7,85,39.5,25.0
2031,25,99,40.7,142.0
2032,10,88,40.0,50.0
2034,29,99,41.0,218.0
2035,21,106,40.4,130.0
2036,17,93,40.5,72.0
2038,5,85,39.2,14.0
2041,7,89,39.0,24.0
2043,20,95,40.3,127.0
2044,26,98,40.7,161.0
2046,28,119,41.0,260.0
2047,3,90,38.5,16.0
2048,9,91,39.6,43.0
2050,13,99,40.1,55.0
2052,19,118,40.5,137.0
2053,3,87,38.5,11.0
2057,13,89,40.3,50.0
2059,13,93,40.2,53.0
2060,8,89,39.8,42.0
2061,25,103,40.5,205.0
2065,23,100,40.8,165.0
2067,10,92,39.7,61.0
2070,15,102,39.9,88.0
2071,24,107,40.8,172.0
2072,7,78,39.6,28.0
2073,8,81,39.9,17.0
2074,24,97,41.0,106.0
2077,6,91,39.3,22.0
2084,24,102,40.6,133.0
2089,10,89,39.8,48.0
2090,6,86,39.4,30.0
2091,25,102,40.5,138.0
2093,9,85,40.1,44.0
2094,5,88,39.4,15.0
2095,27,102,40.8,146.0
2096,27,96,40.9,113.0
2098,29,111,41.1,214.0
2100,5,91,39.1,19.0
2101,17,100,40.5,92.0
2102,10,95,40.0,72.0
2105,25,101,40.9,128.0
2109,12,102,40.4,61.0
2111,11,88,39.7,44.0
2112,28,105,40.7,156.0
2114,20,99,40.5,89.0
2116,26,107,40.6,180.0
2117,26,112,40.7,227.0
2118,5,81,39.1,21.0
2122,28,113,40.7,198.0
2123,11,90,40.1,36.0
2124,13,84,40.1,57.0
2125,22,110,40.8,142.0
2126,21,98,40.6,101.0
2127,30,105,40.8,165.0
2128,22,106,40.5,149.0
2129,22,103,40.9,132.0
2134,21,97,40.8,117.0
2136,8,90,39.3,25.0
2138,24,104,40.6,125.0
2139,12,88,40.1,57.0
2141,9,97,39.3,45.0
2142,10,88,39.5,30.0
2147,28,113,41.0,220.0
2148,25,104,40.4,147.0
2152,24,105,40.5,192.0
2153,26,115,41.2,207.0
2154,26,103,41.2,192.0
2155,6,81,39.2,13.0
2157,8,87,39.8,32.0
2160,25,110,40.5,195.0
2162,13,93,40.3,60.0
2163,21,110,40.7,147.0
2166,12,92,40.1,70.0
2170,22,111,40.8,141.0
2174,29,107,40.2,174.0
2175,28,105,40.6,183.0
2176,20,105,40.6,119.0
2177,3,83,38.4,12.0
2180,11,96,40.1,57.0
2181,5,83,39.3,13.0
2182,13,90,39.6,69.0
2185,26,106,40.7,163.0
2186,10,98,39.8,42.0
2190,12,88,39.7,71.0
2192,28,106,40.9,203.0
2193,20,89,40.2,71.0
2194,12,92,40.3,43.0
2197,29,103,41.1,159.0
2200,9,91,39.7,32.0
2201,10,82,40.0,35.0
2202,21,102,40.5,97.0
2204,6,91,39.1,38.0
2205,27,106,40.7,178.0
2208,6,84,39.4,13.0
2209,17,96,40.5,107.0
2211,12,101,40.5,60.0
2212,12,98,39.7,59.0
2214,11,93,39.8,44.0
2216,24,102,40.7,187.0
2221,30,108,41.1,194.0
2223,12,94,39.8,65.0
2225,6,79,39.3,19.0
2227,15,91,40.1,71.0
2228,17,106,39.8,125.0
2230,21,107,40.3,134.0
2232,18,99,40.5,93.0
2234,17,96,39.9,115.0
2235,7,82,39.4,21.0
2236,25,100,40.8,126.0
2243,6,81,39.5,13.0
2246,19,100,40.6,121.0
2247,29,102,40.8,155.0
2249,12,90,40.0,45.0
2251,24,104,40.9,184.0
2253,29,108,41.0,181.0
2255,11,94,40.1,41.0
2256,15,84,40.5,50.0
2257,19,97,40.3,83.0
2259,20,102,40.7,111.0
2262,10,99,40.0,58.0
2263,28,101,40.9,180.0
2267,7,76,39.6,10.0
2268,16,96,40.2,81.0
2270,20,95,40.6,129.0
2272,14,101,40.0,88.0
2274,10,82,39.8,20.0
2276,25,105,40.4,187.0
2278,17,93,40.3,85.0
2279,22,104,41.0,118.0
2280,4,73,38.9,3.0
2281,4,81,38.8,14.0
2282,2,82,38.3,4.0
2284,11,92,39.7,72.0
2285,27,106,40.6,165.0
2287,14,85,40.0,57.0
2288,18,96,40.3,111.0
2289,6,82,38.7,22.0
2292,5,86,39.0,14.0
2294,16,95,40.2,76.0
2297,11,97,39.7,76.0
2299,3,78,38.9,12.0
2300,16,93,40.2,96.0
2302,17,102,40.4,124.0
2308,17,98,40.2,89.0
2310,7,80,39.2,13.0
2312,15,90,40.5,50.0
2313,14,91,39.7,84.0
2315,2,94,38.3,11.0
2316,13,89,40.1,45.0
2317,21,93,40.7,118.0
2320,21,102,40.7,146.0
2325,23,92,40.2,89.0
2327,17,109,40.3,123.0
2328,2,83,38.3,7.0
2329,27,100,40.8,124.0
2333,10,88,39.8,31.0
2335,18,90,40.0,94.0
2338,10,94,39.6,42.0
2340,22,103,40.7,169.0
2343,22,97,40.2,110.0
2344,11,89,40.2,34.0
2348,27,108,40.9,210.0
2351,5,84,39.0,16.0
2355,16,86,40.1,39.0
2357,10,89,40.0,33.0
2358,10,91,40.1,49.0
2359,13,88,40.0,41.0
2364,6,79,39.3,23.0
2365,2,85,38.1,5.0
2366,2,85,38.1,5.0
2367,5,87,38.9,26.0
2368,9,86,39.7,45.0
2369,16,97,40.3,68.0
2370,24,104,40.3,138.0
2371,20,94,40.2,114.0
2372,4,84,38.8,20.0
2374,3,81,38.8,12.0
2375,16,97,40.2,95.0
2382,5,96,39.1,27.0
2383,25,99,40.9,133.0
2384,8,91,39.5,48.0
2386,13,91,40.3,70.0
2387,8,84,39.2,35.0
2388,12,90,39.7,41.0
2389,14,91,40.3,50.0
2390,16,87,40.3,38.0
2391,21,101,40.7,137.0
2394,8,93,39.7,33.0
2397,13,91,40.0,74.0
2398,26,115,40.5,198.0
2403,28,106,40.9,186.0
2407,10,91,39.7,36.0
2413,16,103,40.4,86.0
2416,12,102,40.2,64.0
2418,13,90,39.8,71.0
2420,3,89,38.7,15.0
2424,7,86,39.4,26.0
2425,26,105,40.5,157.0
2429,23,99,41.0,107.0
2437,5,78,38.9,8.0
2440,5,91,39.3,32.0
2447,22,93,40.5,80.0
2448,4,87,38.7,23.0
2449,8,92,39.3,39.0
2450,28,110,40.8,221.0
2453,28,107,40.7,163.0
2454,30,107,40.9,235.0
2455,9,94,39.2,58.0
2457,11,81,39.7,25.0
2459,17,94,39.8,81.0
2462,5,76,38.9,18.0
2464,7,92,39.6,28.0
2465,27,113,41.3,217.0
2468,4,86,38.8,10.0
2469,9,92,39.4,35.0
2470,18,93,40.5,88.0
2475,10,88,39.7,27.0
2476,27,114,41.0,221.0
2479,21,108,40.2,171.0
2480,8,89,39.4,44.0
2481,28,109,40.9,163.0
2484,13,94,39.9,53.0
2485,8,87,39.4,35.0
2486,4,79,38.6,12.0
2488,5,83,39.1,15.0
2492,30,105,40.8,192.0
2497,22,98,40.4,104.0
2498,2,79,38.5,5.0
2500,13,93,39.7,68.0
2501,7,88,39.7,29.0
2503,23,106,40.5,151.0
2506,3,80,38.5,10.0
2507,22,93,40.7,126.0
2511,14,97,40.5,62.0
2513,12,90,40.1,59.0
2514,26,99,40.6,120.0
2515,2,89,38.3,7.0
2518,20,98,40.7,98.0
2520,27,109,40.6,231.0
2522,26,116,40.5,210.0
2523,13,83,40.0,32.0
2527,20,96,40.4,87.0
2528,26,100,40.4,164.0
2529,26,102,40.8,149.0
2530,21,99,40.9,103.0
2533,22,98,40.8,124.0
2535,17,103,40.4,89.0
2536,22,104,40.5,140.0
2537,30,114,40.7,244.0
2538,20,103,40.4,106.0
2539,15,100,40.3,67.0
2541,15,90,40.4,50.0
2548,30,113,40.9,196.0
2549,19,100,40.5,93.0
2550,28,112,40.9,194.0
2553,14,91,40.2,63.0
2554,15,97,40.0,71.0
2559,18,101,40.4,111.0
2560,24,94,40.7,154.0
2562,6,83,39.5,19.0
2563,19,100,40.7,107.0
2566,4,89,39.0,11.0
2568,29,115,40.7,219.0
2573,26,110,41.0,174.0
2574,26,109,40.7,212.0
2578,20,101,40.3,113.0
2581,14,101,40.1,106.0
2582,18,105,40.7,111.0
2583,16,94,39.9,80.0
2585,18,89,40.6,60.0
2587,26,99,40.6,186.0
2588,16,95,40.4,70.0
2589,27,99,40.8,177.0
2590,11,88,40.0,52.0
2591,2,77,38.3,7.0
2594,28,111,41.1,233.0
2595,13,91,40.2,58.0
2596,15,93,40.3,63.0
2598,27,103,40.7,178.0
2599,19,100,40.3,142.0
2600,19,104,40.6,101.0
2604,18,91,40.7,55.0
2607,13,89,40.0,44.0
2609,9,79,39.8,27.0
2611,8,82,39.4,24.0
2612,13,96,40.1,83.0
2613,12,95,40.0,62.0
2614,20,99,40.4,86.0
2615,9,77,39.7,10.0
2617,8,98,39.9,39.0
2627,16,96,40.2,105.0
2629,4,72,38.4,6.0
2635,24,99,40.7,145.0
2636,29,115,41.2,238.0
2639,26,105,40.8,175.0
2643,14,88,40.5,68.0
2646,27,104,40.5,191.0
2647,19,100,40.5,113.0
2648,14,89,40.2,83.0
2653,15,91,40.2,55.0
2655,8,84,39.7,26.0
2659,13,90,40.0,80.0
2662,22,107,40.9,157.0
2663,29,112,40.9,193.0
2664,8,86,39.6,23.0
2666,5,82,38.9,15.0
2667,16,101,40.1,104.0
2668,14,102,40.5,108.0
2670,15,95,40.5,71.0
2672,9,88,39.4,52.0
2676,29,114,41.0,204.0
2678,28,113,40.7,186.0
2686,17,100,40.4,89.0
2689,14,95,39.9,74.0
2691,13,89,40.2,55.0
2692,3,86,38.9,11.0
2694,10,94,39.4,44.0
2696,28,107,41.0,182.0
2698,19,108,40.1,158.0
2701,7,84,39.5,27.0
2704,5,84,39.2,23.0
2706,28,122,41.0,231.0
2707,24,110,40.7,157.0
2709,24,102,40.8,131.0
2710,25,102,40.6,137.0
2712,3,79,38.6,8.0
2713,22,105,40.7,129.0
2714,16,96,40.3,74.0
2715,11,85,40.0,35.0
2716,3,86,38.8,16.0
2717,30,101,41.1,192.0
2719,29,110,40.8,198.0
2721,7,98,39.4,35.0
2722,18,86,40.3,75.0
2724,14,100,40.0,78.0
2725,6,83,39.3,21.0
2726,13,89,39.8,64.0
2727,25,99,40.7,174.0
2729,17,109,40.3,99.0
2730,27,110,40.9,233.0
2731,10,94,40.0,67.0
2733,19,92,40.7,91.0
2736,5,89,39.4,17.0
2737,14,90,39.9,74.0
2738,15,90,40.2,65.0
2739,26,102,40.4,172.0
2740,21,103,40.2,122.0
2743,14,99,40.5,69.0
2744,30,101,41.2,219.0
2748,22,103,40.6,127.0
2750,15,93,40.2,78.0
2752,3,83,38.7,15.0
2754,26,105,40.5,187.0
2755,2,85,38.5,10.0
2756,18,99,40.3,89.0
2757,6,89,39.1,24.0
2758,22,107,40.4,133.0
2760,20,99,40.6,102.0
2761,5,84,39.1,26.0
2762,4,86,39.0,10.0
2765,24,105,40.6,150.0
2766,5,78,39.3,22.0
2768,10,94,40.2,52.0
2769,12,97,39.9,77.0
2772,14,90,40.2,65.0
2773,20,100,40.4,110.0
2774,15,97,40.0,83.0
2777,22,104,40.4,181.0
2780,11,84,40.0,47.0
2781,21,103,40.2,167.0
2782,27,103,40.8,164.0
2786,7,90,39.4,38.0
2787,5,83,39.0,15.0
2789,9,85,39.5,30.0
2791,26,100,40.6,176.0
2793,5,89,38.9,27.0
2794,12,93,40.2,52.0
2796,9,89,39.6,24.0
2798,22,111,40.4,151.0
2801,21,103,40.2,160.0
2802,8,95,39.3,43.0
2803,25,104,40.5,180.0
2804,16,101,40.1,120.0
2806,27,107,40.9,230.0
2807,20,103,40.0,108.0
2808,27,116,40.9,191.0
2809,24,117,40.9,197.0
2810,10,92,39.6,46.0
2812,4,72,38.5,4.0
2814,27,111,40.7,217.0
2816,9,83,40.0,31.0
2821,25,110,40.7,168.0
2822,6,87,39.2,19.0
2824,22,96,40.6,103.0
2825,19,100,40.4,94.0
2828,6,86,39.5,22.0
2830,12,90,39.8,56.0
2831,27,99,40.9,163.0
2832,25,110,40.7,162.0
2833,26,93,40.7,104.0
2839,11,94,40.0,61.0
2844,12,94,39.9,55.0
2848,27,109,41.1,244.0
2850,24,97,40.7,133.0
2851,17,101,40.2,130.0
2852,5,86,38.9,16.0
2857,24,104,40.9,140.0
2858,16,99,40.1,83.0
2860,9,96,40.0,48.0
2861,16,97,40.0,111.0
2864,3,67,38.7,5.0
2865,3,81,38.7,10.0
2866,21,110,40.6,177.0
2867,11,91,39.4,39.0
2869,27,101,40.7,167.0
2870,29,115,40.6,227.0
2871,18,97,40.9,72.0
2873,4,80,38.9,11.0
2874,10,91,39.9,40.0
2876,22,90,40.3,93.0
2877,23,100,40.7,133.0
2878,27,107,40.6,161.0
2883,5,77,38.8,20.0
2884,26,107,40.6,158.0
2885,24,105,40.9,140.0
2887,23,110,40.4,195.0
2888,19,98,40.4,77.0
2889,23,107,40.4,173.0
2891,12,98,40.1,78.0
2893,27,102,40.9,151.0
2894,14,87,40.0,53.0
2895,15,96,40.1,102.0
2896,8,82,39.6,24.0
2897,5,80,39.2,20.0
2901,19,104,40.2,118.0
2902,21,100,40.1,103.0
2903,29,100,40.7,139.0
2906,28,104,41.1,228.0
2907,21,102,40.5,162.0
2910,20,98,40.4,85.0
2913,29,106,40.3,179.0
2914,17,98,40.3,84.0
2915,18,103,40.4,128.0
2919,20,105,40.8,137.0
2923,14,98,39.9,68.0
2926,8,87,39.6,33.0
2928,9,83,40.1,39.0
2929,18,94,40.7,77.0
2930,13,94,40.1,56.0
2931,9,80,39.7,18.0
2932,16,98,40.2,73.0
2933,25,104,40.9,138.0
2936,15,96,39.9,77.0
2938,23,101,40.9,151.0
2939,12,101,40.2,58.0
2940,16,91,39.7,54.0
2941,23,108,40.6,133.0
2942,4,80,38.8,7.0
2944,16,94,40.3,58.0
2946,25,106,40.9,156.0
2949,21,99,40.6,111.0
2952,9,100,40.0,63.0
2953,5,85,39.2,13.0
2956,23,98,40.7,125.0
2957,26,111,40.7,188.0
2958,11,88,39.9,50.0
2959,29,105,41.2,176.0
2961,21,94,40.6,90.0
2963,7,80,39.5,15.0
2966,24,99,40.7,115.0
2968,19,99,40.7,98.0
2969,17,97,40.1,72.0
2970,27,109,40.8,196.0
2973,28,105,40.6,158.0
2974,29,107,41.0,223.0
2976,15,103,40.1,91.0
2978,24,109,40.6,169.0
2983,21,102,40.3,105.0
2985,27,105,41.0,148.0
2988,4,86,39.1,19.0
2989,28,103,40.7,192.0
2990,12,85,40.1,60.0
2993,23,107,40.3,155.0
2994,15,88,40.0,43.0
2996,16,87,40.1,47.0
2997,24,112,40.9,164.0
3000,10,85,40.1,49.0
3002,10,89,39.9,53.0
3003,8,90,39.5,47.0
3004,7,87,39.2,28.0
3005,25,102,40.8,177.0
3006,2,82,38.5,4.0
3007,13,91,39.8,57.0
3009,20,102,40.4,157.0
3010,21,103,40.2,135.0
3013,16,94,40.5,100.0
3015,20,101,40.5,108.0
3017,15,95,40.4,98.0
3018,4,84,38.8,13.0
3019,19,98,40.6,135.0
3020,7,95,39.9,37.0
3021,14,82,40.2,58.0
3022,11,99,39.7,70.0
3024,9,90,39.6,39.0
3025,3,77,38.4,5.0
3026,9,90,39.6,29.0
3027,26,103,41.1,158.0
3031,18,107,40.6,112.0
3033,25,109,40.5,171.0
3034,8,91,39.5,28.0
3035,11,89,40.0,38.0
3037,13,100,40.0,75.0
3041,14,92,40.2,54.0
3047,28,112,41.0,246.0
3052,27,103,41.3,171.0
3054,22,101,40.8,150.0
3057,26,102,40.6,164.0
3063,12,79,40.3,23.0
3064,14,92,40.4,80.0
3065,10,93,39.6,42.0
3066,4,85,38.5,14.0
3067,23,108,40.5,184.0
3068,20,90,40.6,98.0
3069,9,92,39.4,48.0
3071,20,98,40.5,99.0
3073,22,105,40.7,137.0
3077,13,86,40.3,61.0
3078,16,97,40.4,93.0
3079,10,85,39.7,35.0
3081,18,96,40.4,74.0
3083,11,92,40.2,43.0
3084,4,83,39.0,13.0
3089,17,101,40.5,115.0
3091,3,83,38.5,7.0
3093,8,94,39.5,42.0
3097,23,100,40.5,114.0
3098,2,83,38.5,7.0
3099,21,100,40.7,100.0
3100,8,88,39.5,28.0
3102,4,93,39.1,17.0
3105,21,105,40.3,125.0
3106,27,102,40.8,175.0
3107,29,108,40.8,168.0
3108,20,100,40.3,122.0
3109,13,95,40.1,53.0
3111,8,79,39.3,28.0
3112,12,83,40.1,47.0
3113,5,87,39.1,24.0
3114,26,103,40.3,195.0
3115,24,109,40.6,187.0
3116,25,113,40.7,181.0
3118,18,98,40.1,126.0
3127,22,104,40.5,133.0
3129,19,94,40.4,83.0
3131,24,105,40.8,147.0
3133,15,102,40.3,76.0
3136,23,106,40.9,141.0
3137,29,109,41.0,257.0
3139,5,86,39.1,17.0
3141,27,100,40.9,165.0
3142,17,102,40.4,116.0
3144,9,91,39.7,38.0
3149,28,106,41.1,172.0
3151,13,101,39.7,74.0
3157,23,108,40.8,146.0
3158,16,100,40.5,77.0
3159,23,106,41.0,155.0
3160,16,100,40.0,91.0
3164,11,98,40.1,58.0
3169,18,105,40.3,112.0
3171,6,86,39.5,20.0
3178,18,99,40.6,112.0
3179,17,103,40.4,121.0
3182,22,98,40.6,122.0
3183,13,98,40.1,53.0
3186,10,89,39.6,31.0
3188,9,88,39.5,37.0
3191,15,93,40.1,96.0
3192,22,103,40.6,147.0
3199,19,97,40.4,136.0
3201,5,79,39.4,13.0
3202,6,86,39.4,17.0
3204,3,78,38.3,5.0
3205,18,98,40.4,125.0
3206,11,97,40.1,56.0
3209,19,100,40.4,95.0
3211,11,86,40.1,41.0
3212,19,96,40.5,112.0
3215,29,110,40.7,175.0
3216,15,92,40.1,79.0
3219,3,84,38.5,12.0
3221,24,101,40.8,161.0
3222,23,106,41.1,184.0
3224,25,114,40.9,183.0
3225,23,99,40.4,127.0
3226,12,96,40.4,53.0
3230,3,81,38.8,9.0
3233,13,98,39.9,62.0
3234,18,90,40.3,57.0
3236,16,92,39.7,100.0
3237,22,95,41.0,82.0
3238,7,82,39.4,21.0
3239,29,110,40.6,229.0
3240,20,100,40.2,90.0
3244,16,99,40.1,92.0
3249,4,94,38.8,24.0
3250,9,90,39.7,50.0
3252,3,81,38.6,11.0
3254,11,90,39.7,37.0
3255,5,89,39.3,28.0
3262,16,91,40.2,65.0
3266,20,109,40.6,127.0
3268,28,113,40.9,260.0
3269,2,81,38.1,6.0
3270,15,93,40.0,66.0
3272,25,105,40.7,139.0
3276,26,109,40.9,217.0
3279,19,105,40.5,153.0
3282,6,90,39.4,30.0
3283,25,103,40.3,134.0
3287,21,111,40.6,183.0
3289,19,98,40.6,131.0
3290,13,82,40.1,56.0
3292,22,101,40.4,166.0
3298,27,99,40.7,141.0
3305,11,90,40.0,52.0
3308,25,94,40.8,157.0
3312,4,76,39.0,10.0
3315,19,98,40.3,106.0
3317,17,95,40.2,94.0
3318,14,81,40.1,60.0
3322,7,84,39.5,26.0
3324,21,97,40.3,97.0
3325,16,100,40.3,88.0
3326,24,105,40.5,128.0
3327,26,112,40.9,172.0
3329,21,106,40.6,146.0
3333,25,105,40.5,149.0
3335,29,112,40.8,200.0
3336,8,81,39.8,27.0
3337,4,98,39.2,22.0
3340,8,81,39.5,25.0
3343,22,107,40.6,133.0
3345,14,87,40.4,70.0
3346,26,97,40.9,117.0
3347,4,94,39.1,20.0
3349,26,104,40.7,191.0
3351,28,102,41.0,206.0
3353,26,106,41.0,155.0
3356,7,87,39.3,19.0
3357,27,125,40.9,295.0
3358,14,95,39.7,60.0
3359,16,100,40.5,98.0
3361,27,103,40.9,147.0
3363,16,93,40.1,63.0
3364,15,98,40.7,62.0
3367,27,111,40.6,227.0
3370,14,96,40.0,79.0
3371,14,93,40.3,55.0
3373,5,85,39.4,16.0
3378,19,95,40.3,88.0
3379,4,78,38.6,7.0
3381,24,108,40.2,175.0
3386,6,89,39.2,26.0
3388,22,97,40.8,99.0
3389,20,103,40.6,142.0
3390,29,106,40.9,177.0
3395,5,90,39.0,22.0
3396,20,100,40.0,130.0
3397,20,100,40.6,146.0
3399,14,88,40.4,60.0
3400,2,84,38.4,4.0
3403,27,108,40.5,161.0
3405,12,92,40.0,66.0
3406,16,92,40.3,62.0
3407,12,89,40.2,45.0
3410,16,86,40.4,44.0
3413,27,109,40.7,165.0
3415,20,101,40.4,145.0
3416,5,79,39.2,17.0
3418,26,110,40.7,218.0
3419,25,99,40.6,179.0
3422,8,92,39.7,32.0
3424,18,106,39.8,107.0
3427,14,101,40.1,101.0
3428,9,91,39.7,46.0
3429,29,108,41.3,243.0
3430,29,114,41.1,200.0
3433,25,102,40.8,135.0
3437,19,98,40.5,81.0
3438,11,87,39.6,53.0
3439,20,96,40.9,108.0
3440,25,108,40.6,155.0
3441,7,75,39.4,13.0
3442,23,100,40.7,122.0
3443,23,101,40.4,127.0
3445,17,96,40.5,81.0
3446,26,103,40.9,178.0
3447,25,106,40.5,135.0
3450,30,119,40.8,280.0
3451,22,94,40.7,107.0
3453,13,95,39.8,72.0
3454,24,98,40.8,124.0
3455,25,105,41.1,192.0
3465,27,103,40.7,162.0
3466,6,91,39.3,21.0
3467,6,90,39.3,26.0
3469,26,101,40.8,145.0
3472,19,103,40.3,106.0
3476,23,103,40.2,121.0
3478,18,103,40.0,131.0
3479,13,90,40.0,55.0
3480,4,83,38.5,15.0
3482,25,106,40.9,183.0
3483,22,104,40.5,158.0
3485,15,94,40.0,67.0
3489,27,113,40.7,228.0
3490,5,80,39.2,21.0
3491,16,97,40.0,69.0
3492,15,104,40.4,104.0
3493,24,111,40.9,162.0
3496,20,107,40.3,115.0
3498,10,90,40.0,36.0
3500,13,83,40.1,61.0
3501,19,101,40.0,95.0
3504,4,83,38.6,11.0
3505,5,87,39.1,19.0
3508,29,107,40.6,248.0
3509,6,90,39.3,34.0
3510,24,104,40.7,161.0
3511,10,89,39.9,36.0
3514,17,92,40.5,89.0
3516,11,86,40.1,28.0
3520,25,93,40.8,129.0
3523,12,98,39.7,64.0
3524,6,88,39.6,33.0
3525,19,103,40.6,117.0
3527,25,101,41.0,146.0
3529,11,96,39.6,48.0
3530,19,99,40.7,112.0
3532,20,94,40.5,105.0
3534,28,112,40.8,203.0
3537,24,106,40.7,164.0
3540,2,77,38.1,4.0
3545,15,92,40.3,52.0
3548,27,105,40.6,162.0
3549,13,96,40.4,81.0
3550,28,104,40.9,152.0
3551,24,113,40.9,224.0
3552,18,100,40.4,112.0
3554,23,106,40.7,140.0
3556,24,108,40.8,183.0
3558,3,84,38.8,8.0
3564,12,100,40.1,52.0
3565,19,103,40.3,131.0
3571,18,97,40.3,82.0
3573,6,96,39.2,35.0
3575,4,76,38.9,14.0
3576,29,106,40.8,180.0
3577,20,97,40.3,85.0
3581,14,98,40.2,88.0
3582,26,99,40.7,146.0
3587,18,102,39.8,96.0
3591,4,90,38.9,14.0
3600,13,103,40.0,76.0
3601,11,99,40.1,62.0
3604,5,102,39.1,25.0
3606,28,108,40.9,168.0
3608,14,89,40.3,82.0
3610,3,78,38.9,7.0
3611,26,104,40.8,169.0
3612,3,75,38.8,11.0
3613,15,92,40.2,61.0
3614,10,90,39.9,55.0
3615,23,99,40.6,117.0
3616,20,106,40.6,143.0
3624,13,99,40.3,65.0
3626,16,102,40.2,75.0
3628,15,92,40.2,68.0
3629,13,101,39.9,105.0
3633,20,101,40.6,144.0
3634,9,82,39.4,26.0
3636,2,81,38.4,9.0
3639,3,85,38.8,8.0
3640,10,93,39.7,44.0
3641,9,90,39.5,25.0
3642,18,101,40.3,122.0
3644,15,92,40.3,87.0
3645,29,111,40.9,204.0
3646,16,98,40.4,97.0
3648,29,108,40.7,175.0
3649,27,102,40.7,194.0
3650,16,97,40.6,84.0
3653,15,101,40.2,91.0
3654,15,90,40.1,52.0
3657,17,100,40.5,105.0
3659,29,112,40.9,252.0
3660,20,96,40.7,134.0
3663,7,86,38.9,21.0
3664,17,94,40.5,83.0
3666,15,96,39.9,67.0
3667,24,106,40.6,153.0
3669,14,90,40.1,48.0
3678,25,111,40.6,171.0
3679,9,95,39.5,45.0
3680,12,99,39.9,75.0
3681,26,101,40.9,140.0
3685,28,113,40.8,218.0
3686,15,100,40.5,86.0
3688,22,97,40.8,107.0
3689,16,96,40.4,103.0
3690,14,91,40.1,46.0
3691,24,104,40.5,196.0
3692,8,87,39.6,45.0
3693,16,102,40.0,109.0
3695,30,109,41.0,256.0
3696,21,103,40.7,113.0
3697,6,85,39.0,15.0
3698,11,88,39.9,31.0
3699,12,89,40.0,76.0
3702,22,95,40.6,116.0
3704,14,87,40.2,68.0
3706,6,82,39.4,14.0
3707,25,105,40.6,175.0
3712,12,93,39.9,52.0
3718,10,88,39.7,30.0
3719,28,106,40.9,167.0
3722,26,101,41.3,165.0
3725,6,90,39.3,28.0
3729,26,108,40.8,211.0
3730,19,100,40.7,118.0
3731,22,105,40.7,183.0
3734,10,101,39.8,69.0
3735,12,89,40.2,61.0
3738,13,91,40.1,39.0
3739,3,81,38.7,6.0
3740,15,94,40.0,96.0
3741,12,97,40.0,71.0
3742,20,104,40.6,154.0
3744,14,86,39.7,44.0
3746,17,92,40.4,60.0
3747,6,87,39.4,30.0
3752,5,82,38.8,19.0
3753,16,95,40.1,72.0
3757,18,100,40.6,111.0
3759,2,82,38.4,6.0
3762,26,102,40.7,150.0
3764,22,93,40.5,93.0
3765,7,82,39.4,29.0
3768,21,105,40.2,146.0
3773,21,112,40.6,163.0
3774,11,89,39.9,39.0
3776,20,105,40.4,161.0
3777,13,94,40.2,67.0
3778,3,85,38.6,7.0
3779,15,89,40.2,84.0
3781,10,88,39.6,44.0
3782,20,105,40.7,111.0
3784,23,100,40.7,155.0
3786,27,111,40.7,177.0
3788,18,92,40.3,81.0
3791,28,110,40.7,186.0
3793,3,87,38.9,12.0
3794,9,88,39.8,48.0
3796,9,87,40.0,42.0
3799,10,94,40.1,36.0
3802,21,103,40.4,136.0
3803,20,95,40.6,82.0
3804,4,81,38.9,15.0
3805,21,103,40.7,121.0
3806,18,107,40.3,114.0
3807,10,92,39.7,51.0
3809,8,89,39.5,26.0
3811,21,96,40.7,112.0
3812,25,110,40.8,162.0
3817,20,99,40.7,131.0
3819,5,92,39.0,25.0
3820,21,93,40.4,143.0
3826,26,100,40.5,153.0
3827,14,92,40.0,76.0
3828,11,93,39.8,42.0
3831,18,91,40.4,82.0
3833,12,102,39.8,72.0
