,Duration,Heart_Rate,Body_Temp,Calories
2004,23,102,40.8,145.0
2005,25,105,40.6,158.0
2006,21,101,40.4,122.0
2007,3,83,38.7,14.0
2009,18,94,40.3,90.0
2011,24,96,41.0,130.0
2012,5,98,38.9,30.0
2015,6,88,39.4,25.0
2018,12,83,40.0,55.0
2024,8,87,39.8,36.0
2025,3,82,38.8,11.0
2027,27,113,40.8,192.0
2028,21,102,40.5,117.0
2030,17,96,40.0,92.0
2037,18,113,40.3,131.0
2039,9,90,39.8,42.0
2040,17,88,40.7,69.0
2042,25,103,41.0,158.0
2045,11,82,39.7,39.0
2049,17,98,40.4,100.0
2054,19,103,40.4,115.0
2055,15,86,40.3,75.0
2062,15,95,40.2,74.0
2063,19,97,40.4,99.0
2064,3,86,38.3,13.0
2066,7,94,39.4,34.0
2068,23,106,40.9,146.0
2069,28,115,40.8,203.0
2075,2,79,38.1,6.0
2076,6,87,39.5,27.0
2078,21,104,40.8,131.0
2079,29,105,40.8,184.0
2080,27,101,40.8,165.0
2081,9,91,39.7,44.0
2082,3,83,38.7,13.0
2083,16,86,40.3,70.0
2085,4,87,38.8,17.0
2086,25,98,40.8,133.0
2087,6,89,39.4,27.0
2088,20,103,40.6,121.0
2092,14,83,40.3,51.0
2097,18,97,40.8,97.0
2099,2,83,38.5,8.0
2103,25,98,40.6,133.0
2104,29,109,40.7,182.0
2106,9,95,39.4,48.0
2107,24,108,40.8,144.0
2108,16,94,40.2,81.0
2110,24,111,40.1,160.0
2113,16,102,40.5,92.0
2115,4,85,38.9,19.0
2119,10,92,40.1,49.0
2120,4,75,39.2,11.0
2121,18,95,40.5,103.0
2130,17,96,40.2,86.0
2132,28,115,40.4,204.0
2133,22,99,40.8,127.0
2137,9,85,39.5,35.0
2143,17,97,40.1,89.0
2144,10,96,39.9,55.0
2145,24,106,40.7,146.0
2146,12,91,39.8,54.0
2149,9,81,39.7,37.0
2150,28,114,40.9,201.0
2151,13,93,40.1,74.0
2156,8,90,39.6,36.0
2158,29,105,41.2,169.0
2161,11,95,39.7,61.0
2164,18,98,40.3,105.0
2165,21,103,40.4,132.0
2167,29,119,40.9,225.0
2168,22,99,40.8,115.0
2169,28,107,41.3,187.0
2171,9,82,39.8,32.0
2172,8,87,39.7,36.0
2173,5,81,39.1,17.0
2178,15,99,40.3,89.0
2179,2,85,38.2,8.0
2183,5,83,39.1,21.0
2184,7,94,39.2,37.0
2187,22,103,40.9,139.0
2188,5,78,38.9,20.0
2189,12,98,40.3,63.0
2191,4,86,38.9,18.0
2195,25,111,41.1,179.0
2198,11,86,40.1,42.0
2199,15,96,40.3,75.0
2203,9,82,39.6,38.0
2206,19,99,40.5,114.0
2207,30,107,40.9,204.0
2210,18,108,40.5,115.0
2213,11,98,39.9,59.0
2215,23,102,41.2,130.0
2217,6,90,39.2,31.0
2218,16,91,40.4,72.0
2219,30,107,41.2,213.0
2220,14,101,40.0,79.0
2222,22,111,40.6,157.0
2224,27,105,40.8,181.0
2226,22,96,40.6,116.0
2229,15,96,39.7,74.0
2231,17,91,40.1,82.0
2233,16,97,40.4,93.0
2237,28,106,40.7,179.0
2238,27,107,40.6,169.0
2239,20,101,40.7,113.0
2240,23,115,40.6,163.0
2241,23,99,40.5,147.0
2242,28,109,40.7,185.0
2244,25,118,40.7,186.0
2245,5,75,39.0,14.0
2248,26,108,40.8,165.0
2250,12,93,40.2,59.0
2252,13,89,39.9,57.0
2254,17,86,40.5,71.0
2258,18,98,40.2,110.0
2260,2,96,38.6,11.0
2261,25,116,40.7,184.0
2264,5,92,38.8,24.0
2265,29,115,40.9,218.0
2266,4,91,39.0,17.0
2269,24,98,40.7,127.0
2271,29,105,41.0,193.0
2273,3,83,38.5,14.0
2275,13,99,40.3,77.0
2277,10,97,39.9,52.0
2283,29,99,41.2,181.0
2286,11,95,39.7,54.0
2290,3,89,38.3,14.0
2291,14,91,40.3,70.0
2293,23,101,40.5,135.0
2295,5,80,38.8,17.0
2296,15,94,40.1,76.0
2298,20,100,40.6,123.0
2301,23,105,40.3,138.0
2303,9,87,39.3,40.0
2304,13,96,40.1,63.0
2305,4,79,38.6,15.0
2306,28,107,40.9,181.0
2307,11,90,39.8,52.0
2309,29,106,40.9,197.0
2311,21,101,40.6,110.0
2314,6,82,38.7,26.0
2318,20,93,40.6,104.0
2319,27,105,40.7,167.0
2321,9,95,39.6,47.0
2322,9,97,39.6,52.0
2323,27,106,41.0,174.0
2324,17,100,40.2,93.0
2326,3,74,38.5,9.0
2330,21,105,40.7,131.0
2331,20,101,40.5,116.0
2332,11,90,39.6,55.0
2334,9,85,40.0,35.0
2337,13,95,40.4,71.0
2339,2,79,38.1,8.0
2341,29,106,40.8,200.0
2342,21,108,40.2,129.0
2345,18,101,40.9,110.0
2346,8,81,39.4,29.0
2347,10,88,39.9,44.0
2349,9,80,39.6,29.0
2350,25,106,40.6,156.0
2352,10,87,39.6,43.0
2353,20,111,40.6,137.0
2354,25,103,40.9,144.0
2356,12,88,40.1,48.0
2360,12,104,40.1,79.0
2361,20,91,40.4,92.0
2362,16,94,40.0,90.0
2363,20,101,40.4,111.0
2373,5,81,38.8,21.0
2376,5,85,39.4,20.0
2377,29,103,41.0,177.0
2378,19,91,40.7,91.0
2379,5,85,39.1,21.0
2380,6,83,39.0,24.0
2381,5,82,39.5,19.0
2385,10,96,39.8,51.0
2392,19,96,40.3,107.0
2393,22,96,40.7,125.0
2395,5,87,39.5,21.0
2396,3,84,38.4,11.0
2399,28,113,40.5,198.0
2400,26,102,40.9,168.0
2401,28,109,41.0,183.0
2402,11,88,40.2,45.0
2404,18,96,40.3,90.0
2405,18,98,40.3,107.0
2406,22,93,40.5,111.0
2408,14,109,39.8,96.0
2409,18,103,40.3,110.0
2410,11,84,40.2,46.0
2411,12,91,39.9,57.0
2412,6,87,39.4,27.0
2414,2,77,38.7,6.0
2415,14,86,40.6,55.0
2417,21,108,40.5,140.0
2419,23,104,40.5,140.0
2421,19,96,40.5,113.0
2422,6,87,39.0,26.0
2423,29,105,40.7,181.0
2426,21,107,40.5,130.0
2427,26,106,40.9,159.0
2428,4,93,38.8,20.0
2430,28,106,40.6,171.0
2431,28,103,41.1,160.0
2432,25,105,40.5,145.0
2434,5,74,39.1,16.0
2435,4,80,38.7,13.0
2436,7,83,39.5,30.0
2438,3,84,38.4,11.0
2439,30,112,40.9,223.0
2441,5,77,39.1,15.0
2442,15,95,39.9,78.0
2443,30,115,40.8,210.0
2444,24,102,40.7,146.0
2445,13,96,40.0,65.0
2446,12,96,40.0,68.0
2451,14,98,40.0,78.0
2452,9,99,39.6,46.0
2456,25,103,40.9,158.0
2458,7,84,39.8,30.0
2460,24,96,40.7,116.0
2461,23,98,40.5,119.0
2463,11,85,40.0,43.0
2466,17,104,40.2,99.0
2467,11,86,40.0,42.0
2471,14,87,40.4,57.0
2472,20,92,40.6,92.0
2473,22,96,40.7,126.0
2474,2,72,38.3,5.0
2477,27,108,40.6,178.0
2478,21,104,40.8,120.0
2482,21,89,40.4,93.0
2483,12,88,40.0,56.0
2487,19,95,40.2,111.0
2489,25,108,40.7,157.0
2490,23,109,40.4,151.0
2491,28,115,40.7,205.0
2493,6,82,39.4,23.0
2494,3,82,38.6,13.0
2495,11,98,39.7,58.0
2496,13,93,39.7,65.0
2499,24,103,40.4,154.0
2502,5,84,39.3,18.0
2504,8,90,39.7,36.0
2505,16,94,40.4,82.0
2508,15,91,39.8,67.0
2510,5,90,39.4,22.0
2512,29,96,41.0,147.0
2516,27,103,40.7,154.0
2517,11,90,40.1,50.0
2519,13,95,40.2,60.0
2521,5,88,39.2,22.0
2524,13,92,40.1,63.0
2525,16,97,40.2,83.0
2526,25,111,40.8,169.0
2531,9,87,40.0,36.0
2532,7,83,39.5,30.0
2534,19,101,39.9,110.0
2540,19,102,40.4,122.0
2542,27,106,40.6,161.0
2543,27,107,40.7,164.0
2544,10,83,39.8,37.0
2545,8,84,39.7,34.0
2546,14,92,40.1,73.0
2547,24,108,40.6,160.0
2551,7,88,39.5,29.0
2552,4,87,38.8,16.0
2555,3,82,38.1,11.0
2556,24,107,40.6,167.0
2557,3,78,38.6,10.0
2558,24,105,40.9,145.0
2561,22,95,41.0,110.0
2564,26,109,40.8,172.0
2565,11,98,40.4,62.0
2567,10,97,39.9,51.0
2569,2,77,38.3,6.0
2570,26,98,40.7,152.0
2571,12,100,40.1,75.0
2572,26,108,40.3,162.0
2575,28,108,40.8,180.0
2576,22,109,40.9,139.0
2577,27,100,40.4,167.0
2579,5,74,39.5,14.0
2580,19,111,40.8,135.0
2584,13,92,40.1,65.0
2586,27,113,40.8,193.0
2592,30,116,40.5,212.0
2593,12,96,39.9,62.0
2597,19,93,40.3,103.0
2601,25,101,40.6,143.0
2602,13,94,40.2,66.0
2603,25,103,40.6,153.0
2606,5,93,39.2,27.0
2608,26,106,40.6,167.0
2610,29,109,40.6,196.0
2616,28,110,41.1,182.0
2618,8,84,39.7,31.0
2619,4,80,39.2,13.0
2620,28,114,40.7,192.0
2621,7,86,39.6,33.0
2622,26,108,40.7,165.0
2623,21,100,40.5,120.0
2624,22,86,40.3,106.0
2625,25,100,40.3,138.0
2626,21,102,40.9,125.0
2628,13,93,40.2,62.0
2630,7,88,39.3,28.0
2631,5,94,38.9,22.0
2632,30,110,40.8,225.0
2633,6,87,39.4,28.0
2634,9,91,39.6,42.0
2640,4,81,38.9,15.0
2641,19,101,40.1,121.0
2642,21,102,40.5,119.0
2644,11,89,40.1,53.0
2645,20,106,40.4,137.0
2649,14,96,40.4,68.0
2650,12,96,40.1,63.0
2651,16,94,40.4,81.0
2652,3,91,38.5,16.0
2654,25,105,40.4,170.0
2656,19,102,40.4,101.0
2657,26,101,41.1,159.0
2658,26,109,41.1,165.0
2660,16,89,40.4,72.0
2661,13,101,40.1,81.0
2665,18,97,40.4,96.0
2669,6,87,39.2,24.0
2671,17,99,40.3,92.0
2673,18,98,40.6,95.0
2674,28,107,40.7,173.0
2675,30,117,40.9,229.0
2677,17,95,40.2,88.0
2679,12,95,39.6,61.0
2680,27,107,40.6,181.0
2682,26,109,40.8,167.0
2683,29,104,40.8,194.0
2684,24,101,40.6,134.0
2685,6,93,39.3,32.0
2687,27,116,40.6,197.0
2688,18,94,40.4,90.0
2690,21,88,40.4,92.0
2693,11,96,39.6,59.0
2695,3,80,38.9,11.0
2697,2,86,38.4,9.0
2699,4,86,38.8,16.0
2700,12,91,39.8,56.0
2702,26,101,40.7,144.0
2703,8,88,40.0,38.0
2711,12,88,40.2,50.0
2718,19,103,40.6,111.0
2720,27,110,40.8,178.0
2723,24,111,40.8,164.0
2728,19,99,40.6,116.0
2734,8,86,39.4,34.0
2735,4,83,39.0,16.0
2741,22,110,40.6,146.0
2742,5,81,39.0,20.0
2745,16,108,40.7,101.0
2746,17,92,40.7,87.0
2747,13,93,40.3,57.0
2749,29,105,40.9,180.0
2751,5,90,39.1,25.0
2753,18,101,40.4,103.0
2759,25,98,40.7,141.0
2767,7,85,39.3,27.0
2770,12,97,40.4,63.0
2771,8,89,39.8,35.0
2775,16,92,40.5,77.0
2776,3,83,38.4,11.0
2778,25,108,40.7,156.0
2783,28,114,40.8,219.0
2784,27,107,40.7,193.0
2785,18,94,40.3,100.0
2788,5,89,39.4,20.0
2790,17,97,40.4,104.0
2792,20,98,40.6,104.0
2795,7,89,39.0,30.0
2797,24,108,40.9,153.0
2799,4,90,38.6,16.0
2800,16,96,40.2,80.0
2805,21,94,40.4,99.0
2811,17,101,40.7,92.0
2813,29,111,40.7,198.0
2817,8,88,39.9,38.0
2818,23,109,40.7,145.0
2819,15,92,39.7,80.0
2820,29,106,40.8,202.0
2823,19,111,41.0,124.0
2826,15,98,40.2,77.0
2827,21,103,40.6,125.0
2829,26,94,40.6,135.0
2834,20,108,40.6,132.0
2835,13,86,40.0,62.0
2837,13,99,40.2,74.0
2838,20,92,40.8,95.0
2840,25,109,40.8,155.0
2841,15,101,40.5,85.0
2842,3,84,38.8,12.0
2843,12,90,39.8,50.0
2845,30,104,41.3,184.0
2846,19,104,40.1,113.0
2847,17,88,40.3,70.0
2853,12,89,40.1,51.0
2854,30,118,40.9,230.0
2855,8,92,39.8,39.0
2856,7,88,39.2,30.0
2859,21,108,40.4,137.0
2862,14,97,40.4,75.0
2863,3,76,38.9,9.0
2868,3,78,38.3,9.0
2872,28,112,40.7,199.0
2875,15,87,39.8,63.0
2879,16,99,40.4,95.0
2880,22,102,40.1,131.0
2881,26,105,40.8,173.0
2882,6,80,39.2,24.0
2886,11,87,39.8,49.0
2890,4,77,38.8,11.0
2892,19,100,40.5,104.0
2898,19,97,40.5,101.0
2899,22,108,40.6,141.0
2900,14,98,39.9,77.0
2904,4,87,38.5,16.0
2905,9,83,39.8,38.0
2909,22,101,40.8,134.0
2911,14,99,40.4,78.0
2912,10,85,40.0,41.0
2916,12,97,40.0,65.0
2917,10,90,39.7,42.0
2918,23,96,40.4,117.0
2920,29,110,41.1,189.0
2921,7,92,39.4,36.0
2922,22,99,40.5,130.0
2924,13,90,39.8,55.0
2925,28,105,40.9,164.0
2927,28,111,40.8,183.0
2934,19,105,40.5,117.0
2935,24,104,40.9,156.0
2937,22,101,40.7,124.0
2943,20,109,40.5,136.0
2945,24,106,40.8,159.0
2947,13,97,40.3,73.0
2948,28,99,40.6,155.0
2950,6,87,39.0,23.0
2951,4,76,38.8,10.0
2954,8,84,39.9,30.0
2955,11,98,39.9,60.0
2960,12,96,39.8,58.0
2962,18,86,40.6,85.0
2964,10,99,39.8,54.0
2965,8,90,39.3,34.0
2967,9,90,39.6,39.0
2971,24,94,40.4,116.0
2972,12,96,40.1,60.0
2975,13,87,39.9,60.0
2977,2,86,38.1,8.0
2979,30,104,40.7,181.0
2980,13,101,40.0,78.0
2981,27,114,40.7,193.0
2982,4,88,38.7,17.0
2984,29,103,41.1,169.0
2986,5,83,39.3,18.0
2987,16,90,40.3,73.0
2991,15,98,40.6,86.0
2992,27,101,41.2,161.0
2995,19,102,40.2,109.0
2998,11,100,40.3,62.0
2999,24,102,40.7,141.0
3001,10,89,39.6,44.0
3008,15,96,39.9,71.0
3011,26,111,40.5,183.0
3012,17,98,40.1,91.0
3014,6,83,38.9,22.0
3016,6,83,39.2,23.0
3023,26,111,40.3,178.0
3028,18,104,40.0,107.0
3029,22,99,40.7,121.0
3030,20,101,40.9,106.0
3032,11,84,39.8,41.0
3036,17,96,40.4,91.0
3038,2,84,38.3,8.0
3039,26,107,40.9,166.0
3040,16,110,40.5,118.0
3042,22,106,40.6,142.0
3043,4,79,38.9,13.0
3044,10,91,40.0,43.0
3045,13,84,40.0,53.0
3046,3,81,38.5,11.0
3048,26,109,40.9,171.0
3049,24,109,40.6,152.0
3050,30,117,40.9,238.0
3053,13,93,39.9,62.0
3056,14,93,40.2,66.0
3058,30,115,41.2,208.0
3059,16,102,40.4,88.0
3060,23,112,40.4,152.0
3061,8,91,39.4,37.0
3062,22,102,40.6,128.0
3070,26,104,40.6,159.0
3072,21,109,40.6,140.0
3074,21,101,40.5,129.0
3075,28,108,41.0,186.0
3076,19,99,40.3,108.0
3080,15,95,40.1,82.0
3082,4,88,39.0,16.0
3085,29,107,40.9,188.0
3086,18,100,40.5,95.0
3087,3,92,38.5,16.0
3090,18,102,40.3,102.0
3092,11,87,39.9,51.0
3094,15,88,40.3,61.0
3095,19,95,40.2,97.0
3101,14,98,39.8,73.0
3103,8,94,39.9,44.0
3104,26,104,40.9,152.0
3110,15,91,40.1,70.0
3117,24,100,40.7,156.0
3119,6,86,39.5,28.0
3120,3,84,38.2,11.0
3122,22,102,40.7,124.0
3123,26,101,40.6,153.0
3124,2,76,38.8,7.0
3125,29,110,40.9,186.0
3126,14,89,40.4,61.0
3128,27,107,40.4,182.0
3130,11,95,40.0,54.0
3132,24,104,40.4,142.0
3134,14,95,40.4,73.0
3135,23,100,40.7,146.0
3138,12,92,39.9,53.0
3140,13,94,40.2,70.0
3143,10,88,40.0,42.0
3145,23,110,40.4,156.0
3146,7,93,39.5,33.0
3147,23,93,40.2,125.0
3148,3,82,38.8,12.0
3150,28,96,40.6,140.0
3152,16,99,40.3,86.0
3153,22,106,40.8,140.0
3154,8,88,39.4,34.0
3155,14,91,40.3,64.0
3156,16,94,40.3,74.0
3161,24,100,40.8,127.0
3162,3,93,38.6,14.0
3163,19,95,40.7,94.0
3165,6,91,39.1,26.0
3166,6,80,39.2,23.0
3167,21,107,41.1,130.0
3168,21,96,40.2,106.0
3170,10,93,39.8,57.0
3172,22,90,40.5,96.0
3173,22,107,40.4,136.0
3174,6,89,38.9,26.0
3175,3,92,38.6,14.0
3176,25,102,41.1,149.0
3177,5,85,39.3,23.0
3180,3,86,38.6,13.0
3181,13,91,40.3,72.0
3184,25,108,40.8,182.0
3185,17,102,40.3,93.0
3187,14,94,39.8,65.0
3189,20,100,40.8,125.0
3190,28,106,41.0,171.0
3193,4,86,38.8,18.0
3194,21,104,40.7,136.0
3195,11,87,39.7,47.0
3196,25,103,40.9,157.0
3197,10,94,39.6,54.0
3198,28,111,40.7,186.0
3200,4,88,38.8,17.0
3203,3,83,38.8,12.0
3207,27,100,40.6,147.0
3208,24,99,40.6,141.0
3210,21,88,40.0,88.0
3213,21,98,40.7,110.0
3214,24,111,40.6,174.0
3217,18,93,40.2,101.0
3218,25,99,40.8,140.0
3220,8,89,39.3,36.0
3223,26,114,40.5,181.0
3227,3,82,38.7,10.0
3228,23,104,40.9,150.0
3229,6,92,39.3,28.0
3231,23,92,41.0,105.0
3232,2,86,38.2,9.0
3235,21,97,40.5,106.0
3242,20,101,40.3,106.0
3243,17,95,40.3,85.0
3245,28,104,40.6,171.0
3246,6,87,39.5,29.0
3247,29,108,40.8,191.0
3248,19,97,40.5,102.0
3251,21,107,40.6,146.0
3253,5,82,39.2,19.0
3256,13,82,40.0,45.0
3257,19,99,40.5,99.0
3258,25,98,40.5,130.0
3259,4,71,38.8,11.0
3260,19,96,40.5,91.0
3261,6,85,39.2,22.0
3263,19,105,40.3,114.0
3265,9,101,39.7,56.0
3267,3,89,38.8,13.0
3271,17,101,40.4,95.0
3273,13,96,40.0,66.0
3274,28,108,40.9,191.0
3275,13,98,40.2,69.0
3277,14,99,40.1,78.0
3278,27,108,41.0,180.0
3280,6,84,39.4,24.0
3281,14,94,40.2,65.0
3284,17,100,40.4,95.0
3285,16,87,40.4,73.0
3286,6,82,39.4,21.0
3288,22,96,40.4,117.0
3291,8,97,39.1,42.0
3293,5,79,39.0,19.0
3294,14,89,39.9,63.0
3295,7,90,39.5,30.0
3296,3,83,38.1,10.0
3297,14,91,40.4,72.0
3299,21,101,40.3,126.0
3300,17,91,40.2,74.0
3301,16,100,40.5,91.0
3302,29,114,40.6,199.0
3303,15,92,40.2,78.0
3304,7,87,39.3,28.0
3306,11,88,39.8,51.0
3309,25,109,40.8,174.0
3311,21,101,40.8,120.0
3313,14,93,40.1,66.0
3314,19,97,40.0,111.0
3316,24,104,40.7,153.0
3319,8,86,39.7,32.0
3320,20,105,40.5,132.0
3321,13,91,40.1,57.0
3323,8,90,39.5,37.0
3328,12,95,39.8,64.0
3330,19,99,40.7,109.0
3331,16,94,40.3,76.0
3332,27,106,40.9,183.0
3334,30,105,40.9,176.0
3338,17,95,40.2,86.0
3339,9,91,39.7,44.0
3341,11,92,39.9,56.0
3342,13,94,39.9,73.0
3344,5,91,39.2,23.0
3348,29,110,40.8,192.0
3350,18,96,40.4,99.0
3352,26,89,40.5,110.0
3354,17,92,40.5,80.0
3355,21,105,40.3,140.0
3360,29,112,41.3,215.0
3362,20,100,40.3,120.0
3365,26,101,40.8,143.0
3366,26,110,40.5,173.0
3368,3,82,38.7,11.0
3372,11,90,40.0,54.0
3374,13,95,40.1,72.0
3375,3,85,38.6,13.0
3376,26,100,40.9,139.0
3377,10,83,40.1,37.0
3380,28,101,40.9,156.0
3382,22,105,40.6,140.0
3383,11,95,39.7,55.0
3385,20,94,40.5,93.0
3387,9,87,39.7,37.0
3391,8,89,39.7,40.0
3392,7,85,39.6,26.0
3393,8,83,39.3,31.0
3394,20,101,40.7,120.0
3398,18,95,40.3,87.0
3401,12,87,39.9,50.0
3402,13,91,39.9,62.0
3404,12,93,40.2,57.0
3408,25,103,40.7,144.0
3409,20,104,40.6,110.0
3411,4,84,38.6,15.0
3412,24,103,40.8,134.0
3414,8,101,39.6,45.0
3417,16,92,40.1,72.0
3420,15,83,40.3,55.0
3421,28,108,40.9,182.0
3423,13,93,40.2,62.0
3425,15,93,40.3,69.0
3426,2,84,38.5,8.0
3431,28,96,40.6,162.0
3432,2,74,38.1,6.0
3434,12,90,39.9,51.0
3436,27,103,40.9,164.0
3444,21,105,40.5,132.0
3448,24,100,40.7,134.0
3449,27,106,41.2,183.0
3452,20,103,40.3,121.0
3456,26,108,40.7,167.0
3457,19,100,40.4,103.0
3458,13,93,39.9,60.0
3459,11,97,39.9,59.0
3460,17,94,40.3,92.0
3461,9,89,39.7,38.0
3462,28,117,40.9,209.0
3463,30,106,41.1,198.0
3464,21,97,40.2,108.0
3468,10,90,39.9,53.0
3470,26,107,40.6,157.0
3471,26,112,40.9,185.0
3474,22,94,40.6,115.0
3475,10,92,39.8,46.0
3477,19,101,40.5,108.0
3481,11,94,39.8,62.0
3484,13,95,40.3,73.0
3486,8,83,39.6,28.0
3487,3,78,39.0,9.0
3488,18,98,40.6,104.0
3494,15,96,40.0,78.0
3495,6,84,39.3,26.0
3497,26,97,41.0,147.0
3499,17,91,40.2,85.0
3502,23,104,40.9,137.0
3503,28,107,40.7,179.0
3506,25,104,40.8,150.0
3507,23,98,40.8,128.0
3512,11,102,40.0,65.0
3513,27,109,40.9,168.0
3515,22,96,40.7,116.0
3517,6,88,38.8,25.0
3518,16,97,40.2,79.0
3519,14,93,40.1,72.0
3521,8,87,39.5,37.0
3522,9,98,39.6,55.0
3528,20,100,40.6,114.0
3533,6,89,39.7,28.0
3535,27,99,40.3,149.0
3536,9,92,39.9,47.0
3538,25,106,40.8,157.0
3539,29,104,40.7,168.0
3541,2,79,38.3,7.0
3542,24,101,40.6,133.0
3543,11,98,39.9,61.0
3544,25,99,40.3,142.0
3546,6,82,39.0,22.0
3547,25,108,40.5,160.0
3553,24,108,40.8,152.0
3555,29,116,40.9,214.0
3557,9,89,39.8,46.0
3559,22,109,40.7,144.0
3560,3,84,38.7,11.0
3561,22,102,40.5,131.0
3562,16,104,40.3,91.0
3563,5,87,39.3,22.0
3566,14,99,40.1,81.0
3567,6,98,39.3,36.0
3568,27,105,40.8,178.0
3569,13,95,40.4,67.0
3570,6,92,39.3,31.0
3572,26,105,40.6,164.0
3574,11,84,39.8,43.0
3578,5,92,39.0,23.0
3579,11,96,39.8,56.0
3580,19,104,40.6,121.0
3583,19,106,40.4,119.0
3584,26,110,40.8,172.0
3585,10,92,40.0,53.0
3586,7,88,39.3,31.0
3588,19,103,40.3,109.0
3589,13,102,40.2,79.0
3590,19,108,41.0,123.0
3592,8,89,39.4,37.0
3594,16,96,40.3,81.0
3595,27,105,40.8,168.0
3596,10,88,39.6,47.0
3597,20,93,40.8,91.0
3598,11,88,39.7,47.0
3599,3,82,38.8,11.0
3602,14,103,40.0,81.0
3603,5,87,39.3,21.0
3605,11,81,40.1,42.0
3607,11,89,39.6,45.0
3617,5,81,39.0,17.0
3618,20,102,40.4,113.0
3620,21,101,40.4,120.0
3622,30,116,40.6,227.0
3623,26,108,40.7,186.0
3625,16,97,40.2,80.0
3627,23,106,40.4,156.0
3630,8,78,39.1,28.0
3632,22,107,40.8,137.0
3635,18,100,40.6,97.0
3637,17,99,39.9,92.0
3638,26,113,40.7,175.0
3643,9,85,39.6,33.0
3647,4,75,38.8,11.0
3651,8,76,39.8,30.0
3652,20,96,40.7,110.0
3655,28,102,41.0,155.0
3656,27,98,40.7,160.0
3658,30,108,41.1,197.0
3661,8,87,39.8,31.0
3662,19,94,40.7,104.0
3665,18,98,40.2,106.0
3668,17,97,40.1,95.0
3670,16,93,40.3,80.0
3671,13,89,40.2,58.0
3672,28,113,40.8,211.0
3673,12,97,40.2,72.0
3674,5,90,39.1,21.0
3675,20,100,40.1,110.0
3676,6,82,39.2,22.0
3682,23,97,40.5,118.0
3683,13,97,39.7,66.0
3684,22,101,40.9,126.0
3687,6,91,39.6,31.0
3694,7,86,39.3,30.0
3700,26,103,41.1,162.0
3701,24,99,40.6,146.0
3703,9,87,39.7,39.0
3705,27,104,40.6,176.0
3708,30,104,40.7,174.0
3709,9,85,39.5,34.0
3710,7,85,39.3,27.0
3711,2,83,38.3,7.0
3713,21,98,40.3,124.0
3714,20,100,40.3,109.0
3715,7,93,39.5,32.0
3716,23,107,41.1,163.0
3717,15,90,40.3,63.0
3720,7,87,39.6,28.0
3721,14,89,40.3,66.0
3723,5,87,39.2,22.0
3724,9,94,39.6,46.0
3726,18,104,40.6,113.0
3727,4,79,38.9,15.0
3728,17,95,40.3,82.0
3732,3,76,38.4,9.0
3733,14,93,40.3,67.0
3736,21,111,40.7,138.0
3737,4,84,39.3,17.0
3743,26,98,40.7,153.0
3748,10,91,39.9,46.0
3749,27,110,40.6,178.0
3750,10,88,39.9,41.0
3751,25,106,40.5,159.0
3754,10,89,40.1,48.0
3755,27,105,41.2,169.0
3756,21,97,40.5,110.0
3758,25,111,40.8,161.0
3760,4,86,39.0,18.0
3761,18,101,40.4,110.0
3763,25,110,41.1,165.0
3767,26,113,40.4,190.0
3769,8,85,39.5,37.0
3770,6,83,39.0,24.0
3771,6,84,39.4,24.0
3772,3,83,38.2,13.0
3780,17,103,40.2,100.0
3785,28,98,40.9,166.0
3787,19,91,40.3,81.0
3789,5,73,39.1,12.0
3790,11,87,39.9,47.0
3792,20,99,40.3,110.0
3795,27,114,40.7,205.0
3797,28,106,40.8,170.0
3798,27,106,40.8,179.0
3800,27,104,40.9,175.0
3801,28,113,41.0,192.0
3808,13,85,40.0,56.0
3810,19,103,40.5,120.0
3813,26,100,41.0,137.0
3814,16,93,40.1,83.0
3815,9,87,39.9,37.0
3816,12,97,39.9,57.0
3818,7,84,39.6,25.0
3821,12,94,39.9,58.0
3822,20,106,40.1,135.0
3823,17,92,40.2,80.0
3824,28,107,40.7,176.0
3825,9,97,39.3,45.0
3829,4,87,38.9,17.0
3830,13,100,40.0,72.0
3832,23,109,40.8,160.0
3835,14,88,40.1,57.0
3836,5,78,39.3,17.0
3839,2,82,38.3,7.0
3846,29,114,41.0,202.0
3849,9,91,39.9,42.0
3853,21,110,40.9,150.0
3854,17,107,40.1,104.0
3856,15,93,40.3,73.0
3857,20,96,40.2,109.0
3859,28,108,40.9,198.0
3861,18,95,40.1,106.0
3862,21,110,40.7,130.0
3863,17,91,40.4,76.0
3866,21,103,40.4,123.0
3867,6,94,39.5,29.0
3869,21,99,40.8,111.0
3871,30,112,40.9,202.0
3872,18,89,40.4,84.0
3874,19,98,40.6,99.0
3876,5,87,39.3,24.0
3878,16,89,40.2,66.0
3879,2,81,38.3,7.0
3880,11,96,39.7,60.0
3881,6,75,39.3,19.0
3882,16,96,40.3,84.0
3884,28,113,41.1,198.0
3885,16,106,40.2,101.0
3887,15,92,40.4,69.0
3888,5,93,39.5,23.0
3891,6,85,39.0,23.0
3892,28,115,40.7,220.0
3893,25,88,40.6,110.0
3895,6,83,39.2,23.0
3896,28,105,41.0,168.0
3897,22,106,40.7,131.0
3900,30,111,40.9,211.0
3903,3,74,38.1,10.0
3904,12,97,40.0,63.0
3906,25,103,40.6,156.0
3908,5,82,39.0,18.0
3909,11,91,40.0,48.0
3911,26,114,40.8,180.0
3914,17,106,40.5,100.0
3916,13,87,40.2,53.0
3917,12,94,40.3,62.0
3919,15,95,39.8,73.0
3920,28,105,41.0,178.0
